user_id,mood,recent_activity,suggested_activity,timestamp
349,Curiosity/Awe,Go for a Walk in a New Direction – Explore a new route to experience novelty and excitement.,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,2025-03-09T21:38:24.705983+00:00
470,Disappointment/Regret,Set a Small Goal – Achieve something simple to rebuild confidence.,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,2025-02-23T21:38:24.705984+00:00
387,Belonging/Connection,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,Give a Genuine Compliment to Someone – Encourage positive social interactions.,2025-02-15T21:38:24.705986+00:00
493,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-03-01T21:38:24.705988+00:00
142,Disappointment/Regret,Shake Your Body for 30 Seconds – Helps release frustration physically.,Mindful Coloring – Draw or color to distract and reset your focus.,2025-02-15T21:38:24.705990+00:00
368,Curiosity/Awe,Read a Random Wikipedia Page – Discover something new by exploring unexpected topics.,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,2025-02-28T21:38:24.705992+00:00
105,Disappointment/Regret,List Past Successes – Remind yourself of previous accomplishments.,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,2025-03-08T21:38:24.705993+00:00
371,Shame/Guilt,"Mirror Affirmations – Look in the mirror and say: ""I am enough.""",Tense & Release Your Hands – Helps release built-up guilt and tension.,2025-02-20T21:38:24.705995+00:00
421,Curiosity/Awe,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-02-24T21:38:24.705997+00:00
119,Shame/Guilt,Talk to Yourself Like a Friend – Imagine what you would say to comfort a friend.,Draw a Representation of Your Shame – Express emotions visually through drawing.,2025-02-17T21:38:24.705999+00:00
247,Anxiety/Stress,Self-Hug – Wrap your arms around yourself and squeeze gently for 30 seconds.,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-02-18T21:38:24.706000+00:00
470,Nostalgia/Irony,Eat a Meal You Loved as a Kid – Reignite positive childhood associations through taste.,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,2025-02-27T21:38:24.706002+00:00
354,Anxiety/Stress,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.","Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-02-23T21:38:24.706004+00:00
305,Happiness/Joy,Watch a Comedy Skit – Laughter boosts immunity and happiness.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-02-15T21:38:24.706006+00:00
380,Disappointment/Regret,Shake Your Body for 30 Seconds – Helps release frustration physically.,Reframe the Thought – Write one lesson learned from the experience.,2025-03-11T21:38:24.706008+00:00
123,Curiosity/Awe,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,Write a Question You’d Love to Find the Answer To – Spark curiosity by formulating an intriguing question.,2025-02-24T21:38:24.706009+00:00
304,Disappointment/Regret,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,Set a Small Goal – Achieve something simple to rebuild confidence.,2025-02-17T21:38:24.706011+00:00
305,Empathy/Compassion,Visualize Walking in Someone Else’s Shoes – Imagine another’s perspective to enhance understanding.,Listen Deeply to Someone Without Responding – Practice active listening to build empathy.,2025-02-16T21:38:24.706013+00:00
273,Nostalgia/Irony,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,Smell a Familiar Scent from Your Past – Use scent to trigger nostalgic memories.,2025-03-12T21:38:24.706015+00:00
367,Pride/Confidence,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,Journal One Thing You Did Well Today – Develop a habit of tracking small successes.,2025-02-16T21:38:24.706016+00:00
395,Shame/Guilt,Draw a Representation of Your Shame – Express emotions visually through drawing.,"Mirror Affirmations – Look in the mirror and say: ""I am enough.""",2025-02-16T21:38:24.706018+00:00
222,Anxiety/Stress,Self-Hug – Wrap your arms around yourself and squeeze gently for 30 seconds.,"4-7-8 Breathing – Inhale for 4 sec, hold for 7 sec, exhale for 8 sec. Repeat 5 times.",2025-03-01T21:38:24.706020+00:00
294,Pride/Confidence,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",2025-03-07T21:38:24.706022+00:00
143,Shame/Guilt,Listen to Soothing Music Without Lyrics – Helps quiet self-criticism and promote relaxation.,Draw a Representation of Your Shame – Express emotions visually through drawing.,2025-03-03T21:38:24.706024+00:00
245,Empathy/Compassion,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,Help Someone Anonymously – Perform a kind act without seeking recognition.,2025-02-18T21:38:24.706025+00:00
416,Empathy/Compassion,"Smile at a Stranger – Foster social connection through a simple, kind gesture.",Read a Short Story with Deep Emotion – Engage with narratives that foster empathy.,2025-02-15T21:38:24.706027+00:00
232,Anger/Resentment,Hold Ice Cubes in Hands – The cold sensation calms anger quickly.,"Clench & Release Fists – Clench fists tight for 5 sec, then release, repeating 5 times.",2025-02-20T21:38:24.706029+00:00
117,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-03-14T21:38:24.706031+00:00
266,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,2025-02-20T21:38:24.706033+00:00
241,Curiosity/Awe,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,Write a Question You’d Love to Find the Answer To – Spark curiosity by formulating an intriguing question.,2025-03-10T21:38:24.706034+00:00
295,Sadness/Despair,"Mindful Walking – Take a slow walk, paying attention to your breathing and steps.","10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",2025-03-03T21:38:24.706036+00:00
144,Nostalgia/Irony,Write Down a Lesson From Your Past That Still Guides You – Reflect on how past experiences have shaped you.,Recall a Funny or Embarrassing Moment & Laugh About It – Embrace emotional growth through humor.,2025-02-15T21:38:24.706038+00:00
211,Happiness/Joy,Dance to Your Favorite Song – Move your body freely to release feel-good endorphins.,Write Down 3 Recent Wins – Acknowledge your small victories.,2025-02-28T21:38:24.706040+00:00
429,Sadness/Despair,List 3 Things You're Grateful For – Write 3 small positive things from today.,"Warm Drink Ritual – Hold and sip a warm tea or coffee, focusing on the warmth and taste.",2025-02-21T21:38:24.706042+00:00
494,Empathy/Compassion,Write Down What You Love About Someone – Focus on positive attributes to strengthen connections.,Visualize Walking in Someone Else’s Shoes – Imagine another’s perspective to enhance understanding.,2025-02-23T21:38:24.706043+00:00
132,Anger/Resentment,"Count Backward from 100 by 7s – Forces logical thinking, distracting from anger.","Count Backward from 100 by 7s – Forces logical thinking, distracting from anger.",2025-02-23T21:38:24.706045+00:00
222,Love/Trust Issues,Draw a Symbol of Trust – Visually represent trust to redefine what it means to you.,Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,2025-02-14T21:38:24.706047+00:00
370,Love/Trust Issues,Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,2025-02-28T21:38:24.706049+00:00
379,Comparison/Social Pressure,Mindful Scrolling – Set a timer to use social media intentionally without overconsumption.,Reframe a Comparison Thought – Replace negative comparisons with self-growth affirmations.,2025-02-25T21:38:24.706051+00:00
304,Anger/Resentment,"Tear Paper into Small Bits – Write your anger down, then tear the paper into tiny pieces.",Hit a Pillow or Punch the Air – Safely release anger by hitting a pillow or air-boxing.,2025-02-18T21:38:24.706052+00:00
475,Shame/Guilt,Tense & Release Your Hands – Helps release built-up guilt and tension.,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,2025-03-07T21:38:24.706054+00:00
236,Pride/Confidence,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,2025-02-19T21:38:24.706056+00:00
237,Love/Trust Issues,Journaling to Release Pain – Write about emotions and experiences to process heartbreak.,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,2025-03-11T21:38:24.706058+00:00
131,Curiosity/Awe,Explore a Fun Fact – Read an interesting fact to stimulate curiosity.,Listen to an Instrumental Song You’ve Never Heard – Engage curiosity through unfamiliar music.,2025-02-15T21:38:24.706060+00:00
207,Pride/Confidence,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,2025-03-08T21:38:24.706061+00:00
105,Love/Trust Issues,"Hand-on-Heart Exercise – Close your eyes, place your hand on your heart, and take deep breaths to cultivate self-compassion.",Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,2025-03-15T21:38:24.706063+00:00
349,Nostalgia/Irony,Smell a Familiar Scent from Your Past – Use scent to trigger nostalgic memories.,Listen to a Song That Reminds You of a Specific Time – Experience emotional connections through music.,2025-03-08T21:38:24.706065+00:00
450,Love/Trust Issues,"Self-Love Affirmations – Repeat: ""I am worthy of love and trust"" to reinforce self-acceptance.",Listen to Calming Love Songs – Use music as a tool to soothe emotional wounds.,2025-02-16T21:38:24.706067+00:00
250,Comparison/Social Pressure,List 3 Strengths Unique to You – Focus on personal qualities that make you special.,Mindful Scrolling – Set a timer to use social media intentionally without overconsumption.,2025-03-15T21:38:24.706068+00:00
124,Anger/Resentment,Fast 5-Minute Walk – Walk briskly to release pent-up frustration.,"Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.",2025-03-04T21:38:24.706070+00:00
353,Pride/Confidence,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,2025-02-25T21:38:24.706072+00:00
469,Anxiety/Stress,"4-7-8 Breathing – Inhale for 4 sec, hold for 7 sec, exhale for 8 sec. Repeat 5 times.","Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-03-09T21:38:24.706074+00:00
446,Shame/Guilt,Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,Tense & Release Your Hands – Helps release built-up guilt and tension.,2025-03-11T21:38:24.706075+00:00
142,Anxiety/Stress,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.","Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-03-12T21:38:24.706077+00:00
